name,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,birth_date,nationality,passport_number,passport_issue_date,passport_expiry_date,gender,phone_number,email_address,marital_status,secondary_school,higher_education,employment_history,aum,inheritance_details,real_estate_details,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,currency,address,client_id
Isa Britt Willems,Almere,Kalverstraat,75,4730 80,Netherlands,1956-01-13,Dutch,YL8848902,2021-05-15,2031-05-14,F,+31 06 85254058,isa.willems@casema.nl,married,"{'name': 'Calvijn College Goes', 'graduation_year': 1974}","[{'university': 'Erasmus University Rotterdam', 'graduation_year': 1979}]","[{'start_year': 1979, 'end_year': 1980, 'company': 'Blueblood B.V.', 'position': 'Assistant Designer', 'salary': 44000}, {'start_year': 1982, 'end_year': 1987, 'company': 'Victor & Rolf B.V.', 'position': 'Senior Designer', 'salary': 85000}, {'start_year': 1988, 'end_year': 1993, 'company': 'Victor & Rolf B.V.', 'position': 'Creative Director', 'salary': 138000}, {'start_year': 1993, 'end_year': 2016, 'company': 'Victor & Rolf B.V.', 'position': 'Founder/Designer', 'salary': 919000}]","{'savings': 1860000, 'inheritance': 0, 'real_estate_value': 0}",{},[],Considerable,Short,Experienced,Advisory,['Netherlands'],EUR,"{'city': 'Almere', 'street name': 'Kalverstraat', 'street number': 75, 'postal code': '4730 80'}",7424
Voorn Janssen De Jong,Haarlem,Zuidas,88,4642 87,Netherlands,1970-12-25,Dutch,AM7356206,2016-07-13,2026-07-12,M,+31 06 50830164,voorn.dejong@hetnet.nl,married,"{'name': 'Het Rijnlands Lyceum Oegstgeest', 'graduation_year': 1990}","[{'university': 'Tio University of Applied Sciences', 'graduation_year': 1995}]","[{'start_year': 1995, 'end_year': 1996, 'company': 'Rabobank Private Banking', 'position': 'Financial Advisor', 'salary': 45000}, {'start_year': 1997, 'end_year': 1998, 'company': 'ABN AMRO MeesPierson', 'position': 'Portfolio Manager', 'salary': 61000}, {'start_year': 1999, 'end_year': None, 'company': 'ABN AMRO MeesPierson', 'position': 'Wealth Manager', 'salary': 652000}]","{'savings': 1110000, 'inheritance': 4660000, 'real_estate_value': 2280000}","{'relationship': 'father', 'inheritance year': 2011, 'profession': 'Private Equity Manager'}","[{'property type': 'house', 'property value': 1380000, 'property location': 'Haarlem'}, {'property type': 'flat', 'property value': 900000, 'property location': 'The Hague'}]",Moderate,Short,Experienced,Discretionary,"['Finland', 'Netherlands']",EUR,"{'city': 'Haarlem', 'street name': 'Zuidas', 'street number': 88, 'postal code': '4642 87'}",2364
Ahonen Heikkinen Laaksonen,Roskilde,Nygårdsvej,77,9762,Denmark,1965-01-31,Finnish,AF7393213,2018-05-30,2028-05-29,M,94 55 33 93,ahonen.laaksonen@telia.dk,married,"{'name': 'Sysmän lukio', 'graduation_year': 1984}","[{'university': 'Aalto University', 'graduation_year': 1976}, {'university': 'Hanken School of Economics', 'graduation_year': 1991}]","[{'start_year': 1988, 'end_year': 1989, 'company': 'Skanska Danmark A/S', 'position': 'Property Manager', 'salary': 41000}, {'start_year': 1990, 'end_year': 1995, 'company': 'Skanska Danmark A/S', 'position': 'Developer', 'salary': 78000}, {'start_year': 1996, 'end_year': 1998, 'company': 'Jeudan A/S', 'position': 'Construction Company Owner', 'salary': 76000}, {'start_year': 1998, 'end_year': 2025, 'company': 'NCC Danmark A/S', 'position': 'Real Estate Investment Trust (REIT) CEO', 'salary': 995000}]","{'savings': 1680000, 'inheritance': 41620000, 'real_estate_value': 3310000}","{'relationship': 'grandmother', 'inheritance year': 2010, 'profession': 'Hedge Fund Manager'}","[{'property type': 'villa', 'property value': 2460000, 'property location': 'Roskilde'}, {'property type': 'condo', 'property value': 850000, 'property location': 'Vaasa'}]",Low,Short,Experienced,Advisory,"['Spain', 'Denmark']",DKK,"{'city': 'Roskilde', 'street name': 'Nygårdsvej', 'street number': 77, 'postal code': '9762'}",7616
Ortega Ruiz López,Oviedo,Plaza Mayor,42,93332,Spain,1963-08-31,Spanish,BF1990038,2024-04-20,2034-04-19,M,625 761 022,ortega.lopez@wanadoo.es,divorced,"{'name': 'IES María Zambrano Sevilla', 'graduation_year': 1981}","[{'university': 'Navarra University', 'graduation_year': 1987}]","[{'start_year': 1988, 'end_year': 1991, 'company': 'SEAT S.A.', 'position': 'Plant Manager', 'salary': 27000}, {'start_year': 1992, 'end_year': 1996, 'company': 'Siemens Gamesa Renewable Energy S.A.', 'position': 'Operations Director', 'salary': 36000}, {'start_year': 1997, 'end_year': 2024, 'company': 'SEAT S.A.', 'position': 'CEO', 'salary': 378000}]","{'savings': 660000, 'inheritance': 0, 'real_estate_value': 1910000}",{},"[{'property type': 'flat', 'property value': 930000, 'property location': 'Oviedo'}, {'property type': 'townhouse', 'property value': 980000, 'property location': 'Santa Cruz de Tenerife'}]",Moderate,Medium,Experienced,Discretionary,['Spain'],EUR,"{'city': 'Oviedo', 'street name': 'Plaza Mayor', 'street number': 42, 'postal code': '93332'}",4093
Hinterleitner Brandstetter Müller,Salzburg,Neubaugürtel,91,3229,Austria,1987-07-18,Austrian,UD4997044,2019-05-16,2029-05-15,M,+43 092 648 6308,hinterleitner.muller@outlook.com,married,"{'name': 'BORG Graz Liebenau', 'graduation_year': 2006}","[{'university': 'University of Salzburg', 'graduation_year': 2012}]","[{'start_year': 2012, 'end_year': 2016, 'company': 'Quadriga Capital GmbH', 'position': 'Analyst', 'salary': 30000}, {'start_year': 2018, 'end_year': 2019, 'company': 'Quadriga Capital GmbH', 'position': 'Associate', 'salary': 47000}, {'start_year': 2019, 'end_year': None, 'company': 'Equity Partners Investment GmbH', 'position': 'Investment Director', 'salary': 143000}]","{'savings': 150000, 'inheritance': 160000, 'real_estate_value': 1840000}","{'relationship': 'grandfather', 'inheritance year': 2016, 'profession': 'Neurosurgeon'}","[{'property type': 'townhouse', 'property value': 1010000, 'property location': 'Salzburg'}, {'property type': 'flat', 'property value': 830000, 'property location': 'Baden bei Wien'}]",High,Long-Term,Inexperienced,Discretionary,"['Austria', 'Belgium']",EUR,"{'city': 'Salzburg', 'street name': 'Neubaugürtel', 'street number': 91, 'postal code': '3229'}",5141
Daniëlle Fleur Van der Meer,Sankt Pölten,Opernring,22,9700,Austria,1985-04-20,Dutch,LQ9414724,2017-08-29,2027-08-28,F,+43 746 823 7052,danielle.vandermeer@aon.at,married,"{'name': 'Oosterlicht College Groningen', 'graduation_year': 2004}","[{'university': 'Tio University of Applied Sciences', 'graduation_year': 2009}]","[{'start_year': 2010, 'end_year': 2011, 'company': 'Sacher Hotels', 'position': 'Hotel Manager', 'salary': 40000}, {'start_year': 2013, 'end_year': 2015, 'company': 'Sacher Hotels', 'position': 'General Manager', 'salary': 67000}, {'start_year': 2016, 'end_year': None, 'company': 'Austria Trend Hotels', 'position': 'Regional Vice President', 'salary': 153000}]","{'savings': 200000, 'inheritance': 370000, 'real_estate_value': 1010000}","{'relationship': 'grandfather', 'inheritance year': 2015, 'profession': 'Corporate Lawyer'}","[{'property type': 'condo', 'property value': 1010000, 'property location': 'Sankt Pölten'}]",Considerable,Medium,Expert,Advisory,['Austria'],EUR,"{'city': 'Sankt Pölten', 'street name': 'Opernring', 'street number': 22, 'postal code': '9700'}",4255
Greta Jessica Wolf,Heidelberg,Potsdamer Platz,91,67903,Germany,1969-04-07,German,ER3756670,2018-04-24,2020-04-23,F,+49 8646 698130,greta.wolf@vodafone.de,divorced,"{'name': 'Johann-Wolfgang-von-Goethe-Gymnasium Frankfurt', 'graduation_year': 1978}","[{'university': 'University of Göttingen', 'graduation_year': 1993}]","[{'start_year': 1993, 'end_year': 1994, 'company': 'Allianz SE', 'position': 'Investment Banker', 'salary': 43000}, {'start_year': 1994, 'end_year': 1999, 'company': 'Allianz SE', 'position': 'Private Equity Investor', 'salary': 75000}, {'start_year': 2001, 'end_year': 2006, 'company': 'Dresdner Bank AG', 'position': 'Hedge Fund Manager', 'salary': 142000}, {'start_year': 2006, 'end_year': 2011, 'company': 'Deutsche Bank AG', 'position': 'Venture Capitalist', 'salary': 297000}, {'start_year': 2013, 'end_year': None, 'company': 'Commerzbank AG', 'position': 'Billionaire Investor', 'salary': 854000}]","{'savings': 1350000, 'inheritance': 160000, 'real_estate_value': 960000}","{'relationship': 'grandfather', 'inheritance year': 2005, 'profession': 'Neurosurgeon'}","[{'property type': 'flat', 'property value': 960000, 'property location': 'Heidelberg'}]",Considerable,Medium,Experienced,Advisory,"['Germany', 'Spain']",EUR,"{'city': 'Heidelberg', 'street name': 'Potsdamer Platz', 'street number': 91, 'postal code': '67903'}",5387
Julia Charlotte Spaans,Helmond,Waldeck Pyrmontkade,43,3995 72,Netherlands,1960-08-03,Dutch,WO3461622,2024-09-23,2034-09-22,F,+31 06 81410516,julia.spaans@home.nl,married,"{'name': 'Het Rijnlands Lyceum Oegstgeest', 'graduation_year': 1980}","[{'university': 'University of Amsterdam', 'graduation_year': 1985}]","[{'start_year': 1984, 'end_year': 1988, 'company': 'Waterland Private Equity Investments B.V.', 'position': 'Analyst', 'salary': 40000}, {'start_year': 1988, 'end_year': 2021, 'company': 'Waterland Private Equity Investments B.V.', 'position': 'Associate', 'salary': 415000}]","{'savings': 810000, 'inheritance': 0, 'real_estate_value': 3860000}",{},"[{'property type': 'flat', 'property value': 1200000, 'property location': 'Helmond'}, {'property type': 'townhouse', 'property value': 1600000, 'property location': 'Emmen'}, {'property type': 'flat', 'property value': 1060000, 'property location': 'Doetinchem'}]",Low,Short,Experienced,Advisory,"['France', 'Netherlands']",EUR,"{'city': 'Helmond', 'street name': 'Waldeck Pyrmontkade', 'street number': 43, 'postal code': '3995 72'}",1727
Sabrina Julia Brandstetter,Klagenfurt,Opernring,48,8425,Austria,1970-12-17,Austrian,SR7644333,2018-07-28,2028-07-27,F,632 609 6302,sabrina.brandstetter@gmail.com,married,"{'name': 'BRG/BORG Marchfeldstraße', 'graduation_year': 1989}","[{'university': 'Graz University of Technology', 'graduation_year': 1994}]","[{'start_year': 1995, 'end_year': 1998, 'company': 'Baxter BioScience', 'position': 'Research Scientist', 'salary': 32000}, {'start_year': 1999, 'end_year': 2003, 'company': 'Marinomed Biotechnologie GmbH', 'position': 'Biotech Startup Founder', 'salary': 51000}, {'start_year': 2005, 'end_year': None, 'company': 'Baxter BioScience', 'position': 'CEO', 'salary': 344000}]","{'savings': 580000, 'inheritance': 420000, 'real_estate_value': 1330000}","{'relationship': 'mother', 'inheritance year': 2005, 'profession': 'Venture Capitalist'}","[{'property type': 'house', 'property value': 1330000, 'property location': 'Klagenfurt'}]",Low,Medium,Experienced,Discretionary,['Austria'],EUR,"{'city': 'Klagenfurt', 'street name': 'Opernring', 'street number': 48, 'postal code': '8425'}",3070
Faure Lambert Bonnet,Caen,Rue Cujas,48,55991,France,1975-06-10,French,KE8196980,2020-04-14,2030-04-13,M,+33 02 99 80 15 89,faure.bonnet@bbox.fr,married,"{'name': 'Lycée Saint-Louis', 'graduation_year': 1993}","[{'university': 'EMIC de Toulouse', 'graduation_year': 1998}]","[{'start_year': 2000, 'end_year': 2005, 'company': 'Hilton Worldwide France', 'position': 'Hotel Manager', 'salary': 36000}, {'start_year': 2005, 'end_year': None, 'company': 'Accor S.A.', 'position': 'General Manager', 'salary': 181000}]","{'savings': 330000, 'inheritance': 4000000, 'real_estate_value': 3700000}","{'relationship': 'mother', 'inheritance year': 2006, 'profession': 'Hedge Fund Manager'}","[{'property type': 'house', 'property value': 1770000, 'property location': 'Caen'}, {'property type': 'condo', 'property value': 1930000, 'property location': 'Lyon'}]",Low,Medium,Expert,Discretionary,['France'],EUR,"{'city': 'Caen', 'street name': 'Rue Cujas', 'street number': 48, 'postal code': '55991'}",8498
Gitte Louise Larsen,Randers,Fiolstræde,70,3370,Denmark,1955-02-10,Danish,QN4117904,2019-08-03,2029-08-02,F,+45 20 53 67 94,gitte.larsen@telenor.dk,widowed,"{'name': 'Kolding Gymnasium', 'graduation_year': 1972}","[{'university': 'University College Absalon', 'graduation_year': 1966}, {'university': 'University College Lillebælt', 'graduation_year': 1982}]","[{'start_year': 1979, 'end_year': 1981, 'company': 'DR (Danish Broadcasting Corporation)', 'position': 'Journalist', 'salary': 248000}, {'start_year': 1981, 'end_year': 1983, 'company': 'TV 2 Danmark A/S', 'position': 'Editor', 'salary': 398000}, {'start_year': 1985, 'end_year': 1990, 'company': 'JP/Politikens Hus A/S', 'position': 'Publisher', 'salary': 847000}, {'start_year': 1991, 'end_year': 1993, 'company': 'DR (Danish Broadcasting Corporation)', 'position': 'TV/Radio Host', 'salary': 900000}, {'start_year': 1994, 'end_year': 2015, 'company': 'TV 2 Danmark A/S', 'position': 'Media Conglomerate Owner', 'salary': 7828000}]","{'savings': 13160000, 'inheritance': 0, 'real_estate_value': 5281000}",{},"[{'property type': 'house', 'property value': 2130000, 'property location': 'Randers'}, {'property type': 'townhouse', 'property value': 1871000, 'property location': 'Sønderborg'}, {'property type': 'townhouse', 'property value': 1280000, 'property location': 'Randers'}]",Low,Medium,Experienced,Advisory,['Denmark'],DKK,"{'city': 'Randers', 'street name': 'Fiolstræde', 'street number': 70, 'postal code': '3370'}",6502
Legrand Moreau Thomas,Tours,Avenue d'Italie,47,47755,France,1970-07-03,French,ED9734664,2017-08-25,2027-08-24,M,09 36 86 98 69,legrand.thomas@live.fr,married,"{'name': 'Lycée Carnot', 'graduation_year': 1988}","[{'university': 'École Normale Supérieure (ENS) Paris', 'graduation_year': 1993}]","[{'start_year': 1995, 'end_year': 1997, 'company': 'La Banque Postale', 'position': 'Family Office Manager', 'salary': 29000}, {'start_year': 1999, 'end_year': 2004, 'company': 'La Banque Postale', 'position': 'Investment Director', 'salary': 45000}, {'start_year': 2006, 'end_year': 2010, 'company': 'La Banque Postale', 'position': 'CFO', 'salary': 65000}, {'start_year': 2012, 'end_year': 2023, 'company': 'La Banque Postale', 'position': 'COO', 'salary': 546000}]","{'savings': 790000, 'inheritance': 2240000, 'real_estate_value': 3980000}","{'relationship': 'father', 'inheritance year': 2009, 'profession': 'Real Estate Developer'}","[{'property type': 'townhouse', 'property value': 1590000, 'property location': 'Tours'}, {'property type': 'villa', 'property value': 2390000, 'property location': 'Reims'}]",Low,Short,Experienced,Discretionary,['France'],EUR,"{'city': 'Tours', 'street name': ""Avenue d'Italie"", 'street number': 47, 'postal code': '47755'}",2390
Karoline Lisa Schmid,Kitzbühel,Blutgasse,83,2363,Austria,1955-04-28,Austrian,UX4926313,2017-04-01,2027-03-31,F,038 629 1457,karoline.schmid@icloud.com,single,"{'name': 'BG/BRG Neusiedl am See', 'graduation_year': 1975}","[{'university': 'Johannes Kepler University Linz', 'graduation_year': 1978}, {'university': 'Modul University Vienna', 'graduation_year': 1982}]","[{'start_year': 1980, 'end_year': 1981, 'company': 'Alpha Private Equity', 'position': 'Analyst', 'salary': 33000}, {'start_year': 1982, 'end_year': 1983, 'company': 'Alpha Private Equity', 'position': 'Associate', 'salary': 52000}, {'start_year': 1983, 'end_year': 2016, 'company': 'Quadriga Capital GmbH', 'position': 'Investment Director', 'salary': 651000}]","{'savings': 1160000, 'inheritance': 0, 'real_estate_value': 2870000}",{},"[{'property type': 'house', 'property value': 1100000, 'property location': 'Kitzbühel'}, {'property type': 'flat', 'property value': 910000, 'property location': 'Rosenheim'}, {'property type': 'condo', 'property value': 860000, 'property location': 'Schwechat'}]",Low,Medium,Experienced,Advisory,"['Switzerland', 'Austria']",EUR,"{'city': 'Kitzbühel', 'street name': 'Blutgasse', 'street number': 83, 'postal code': '2363'}",9778
Eva Van Dijk,Hengelo,Mauritskade,11,7840 80,Netherlands,1970-12-21,Dutch,NY8394538,2017-09-23,2027-09-22,F,+31 06 24353292,eva.vandijk@hotspots.nl,divorced,"{'name': 'Stedelijk Lyceum Enschede', 'graduation_year': 1989}","[{'university': 'Webster University Leiden', 'graduation_year': 1993}]","[{'start_year': 1995, 'end_year': 2000, 'company': 'Victor & Rolf B.V.', 'position': 'Assistant Designer', 'salary': 45000}, {'start_year': 2000, 'end_year': 2001, 'company': 'Blueblood B.V.', 'position': 'Senior Designer', 'salary': 68000}, {'start_year': 2001, 'end_year': None, 'company': 'G-Star Raw C.V.', 'position': 'Creative Director', 'salary': 596000}]","{'savings': 940000, 'inheritance': 230000, 'real_estate_value': 900000}","{'relationship': 'grandfather', 'inheritance year': 2010, 'profession': 'Neurosurgeon'}","[{'property type': 'flat', 'property value': 900000, 'property location': 'Hengelo'}]",Low,Medium,Experienced,Discretionary,['Netherlands'],EUR,"{'city': 'Hengelo', 'street name': 'Mauritskade', 'street number': 11, 'postal code': '7840 80'}",3242
Jørgensen Rasmussen Andersen,Køge,Gyldenløvesgade,34,6343,Denmark,1996-11-02,Danish,EZ5832530,2018-01-15,2028-01-14,M,+45 26 88 18 71,jrgensen.andersen@dk-hostmaster.dk,single,"{'name': 'Aabenraa Gymnasium', 'graduation_year': 2015}","[{'university': 'Zealand Institute of Business and Technology', 'graduation_year': 2020}]","[{'start_year': 2020, 'end_year': None, 'company': 'A.P. Moller - Maersk A/S', 'position': 'Junior Trader', 'salary': 291000}]","{'savings': 240000, 'inheritance': 17920000, 'real_estate_value': 0}","{'relationship': 'grandfather', 'inheritance year': 2017, 'profession': 'Venture Capitalist'}",[],Considerable,Long-Term,Inexperienced,Discretionary,"['France', 'Denmark']",DKK,"{'city': 'Køge', 'street name': 'Gyldenløvesgade', 'street number': 34, 'postal code': '6343'}",6730
Steiner Hinterleitner,Mödling,Mariahilfer Straße,1,9714,Austria,1979-12-05,Austrian,JM2757630,2022-03-30,2032-03-29,M,008 115 9153,steiner.hinterleitner@liwest.at,married,"{'name': 'Bundesgymnasium und Bundesrealgymnasium Wien I', 'graduation_year': 1997}","[{'university': 'Mozarteum University Salzburg', 'graduation_year': 2003}]","[{'start_year': 2004, 'end_year': 2008, 'company': 'Ubitricity GesmbH', 'position': 'Software Developer', 'salary': 30000}, {'start_year': 2010, 'end_year': None, 'company': 'SAP Austria GmbH', 'position': 'Startup Founder', 'salary': 110000}]","{'savings': 180000, 'inheritance': 7360000, 'real_estate_value': 1400000}","{'relationship': 'father', 'inheritance year': 2005, 'profession': 'Investment Banker'}","[{'property type': 'villa', 'property value': 1400000, 'property location': 'Mödling'}]",Low,Medium,Expert,Discretionary,"['Austria', 'Belgium']",EUR,"{'city': 'Mödling', 'street name': 'Mariahilfer Straße', 'street number': 1, 'postal code': '9714'}",4067
