name,first_name,middle_name,last_name,passport_number,currency,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,phone_number,email_address,address,client_id
Järvinen Piirainen Viitanen,Järvinen,Piirainen,Viitanen,DG5946638,EUR,Espoo,Siltasaarenkatu,39,63198,Finland,+358 046 177 36 62,jarvinen.viitanen@finet.fi,"{'city': 'Espoo', 'street name': 'Siltasaarenkatu', 'street number': 39, 'postal code': '63198'}",888
Inès Garance David,Inès,Garance,David,SS7728205,EUR,Limoges,Rue Marbeuf,88,79778,France,+33 05 85 62 87 82,ines.david@wanadoo.fr,"{'city': 'Limoges', 'street name': 'Rue Marbeuf', 'street number': 88, 'postal code': '79778'}",6970
Amélie Daphné Sanders,Amélie,Daphné,Sanders,SU2125613,EUR,Maaseik,Rue Royale,57,0420,Belgium,+32 0424 765 405,amelie.sanders@icloud.com,"{'city': 'Maaseik', 'street name': 'Rue Royale', 'street number': 57, 'postal code': '0420'}",9104
Vilma Jenna Laaksonen,Vilma,Jenna,Laaksonen,YU0036480,EUR,Porvoo,Radiokatu,3,84417,Finland,047 768 25 36,vilma.laaksonen@telia.fi,"{'city': 'Porvoo', 'street name': 'Radiokatu', 'street number': 3, 'postal code': '84417'}",286
Segers Moens,Segers,,Moens,YP5252038,EUR,Liège,Rue de la Régence,87,1127,Belgium,0482 999 030,segers.moens@edpnet.be,"{'city': 'Liège', 'street name': 'Rue de la Régence', 'street number': 87, 'postal code': '1127'}",9336
Elena Anna Lehmann,Elena,Anna,Lehmann,RW9751550,CHF,Bern,Spitalgasse,52,0322,Switzerland,+41 011 405 33 71,elena.lehmann@sunrise.ch,"{'city': 'Bern', 'street name': 'Spitalgasse', 'street number': 52, 'postal code': '0322'}",1967
Zoë Francisca Meijer,Zoë,Francisca,Meijer,SW5801125,EUR,Doetinchem,Langegracht,52,6720 05,Netherlands,+31 06 11511577,zoe.meijer@hotspots.nl,"{'city': 'Doetinchem', 'street name': 'Langegracht', 'street number': 52, 'postal code': '6720 05'}",4429
Andrea Gitte Nielsen,Andrea,Gitte,Nielsen,CJ3075001,DKK,Hillerød,Knabrostræde,71,8000,Denmark,+45 23 52 15 71,andrea.nielsen@all.dk,"{'city': 'Hillerød', 'street name': 'Knabrostræde', 'street number': 71, 'postal code': '8000'}",9752
Encarna Almudena Rodríguez,Encarna,Almudena,Rorríguez,KN8697752,EUR,Madrid,Plaza de la Merced,54,95025,Spain,+34 619 162 985,encarna.rodriguez@orange.es,"{'city': 'Madrid', 'street name': 'Plaza de la Merced', 'street number': 54, 'postal code': '95025'}",3268
Sofía Soto,Sofía,,Soto,GY3203353,EUR,Palma de Mallorca,Calle de San Bernardo,99,42204,Spain,623 691 866,sofia.soto@yahoo.es,"{'city': 'Palma de Mallorca', 'street name': 'Calle de San Bernardo', 'street number': 99, 'postal code': '42204'}",8680
Camille Amélie Wouters,Camille,Amélie,Wouters,YV7441556,EUR,Ieper,Avenue de la Toison d'Or,27,3723,Belgium,+32 0462 006 089,camille.wouters@scarlet.be,"{'city': 'Ieper', 'street name': ""Avenue de la Toison d'Or"", 'street number': 27, 'postal code': '3723'}",4871
Riedo Lehmann Weber,Riedo,Lehmann,Weber,NO0577192,CHF,Vevey,Limmatquai,69,8373,Switzerland,+41 093 659 31 87,riedo.weber@swisscom.ch,"{'city': 'Vevey', 'street name': 'Limmatquai', 'street number': 69, 'postal code': '8373'}",6528
Louise Margaux Guillaume,Louise,Margaux,Guillaume,BX6020914,EUR,Tours,Rue de Bretagne,86,70068,France,+33 03 65 24 49 77,louise.guillaume@numericable.fr,"{'city': 'Tours', 'street name': 'Rue de Bretagne', 'street number': 86, 'postal code': '70068'}",3866
Christensen Nørregaard,Christensen,,Nørregaard,SG0396322,DKK,Næstved,Krystalgade,15,1287,Denmark,50 34 26 60,christensen.nrregaard@cybercity.dk,"{'city': 'Næstved', 'street name': 'Krystalgade', 'street number': 15, 'postal code': '1287'}",2188
Brunner Baumgartner Bühler,Brunner,Baumgartner,Bühler,PH3302654,CHF,Brugg,Metzgergasse,7,5085,Switzerland,+41 027 441 48 16,brunner.buhler@upc.ch,"{'city': 'Brugg', 'street name': 'Metzgergasse', 'street number': 7, 'postal code': '5085'}",9560
Emilia Richter,Emilia,,Richter,JE0624638,EUR,Hanover,Schlossplatz,10,53694,Germany,0068 145362,emilia.richter@1und1.de,"{'city': 'Hanover', 'street name': 'Schlossplatz', 'street number': 10, 'postal code': '53694'}",616
Margot Justine Mertens,Margot,Justine,Mertens,EJ8899240,EUR,Ghent,Rue des Quatre Bras,17,7162,Belgium,0456 202 060,margot.mertens@icloud.com,"{'city': 'Ghent', 'street name': 'Rue des Quatre Bras', 'street number': 17, 'postal code': '7162'}",8674
Niemi Virtanen Ahonen,Niemi,Virtanen,Ahonen,ZY4787947,EUR,Kuopio,Lapinlahdenkatu,6,96816,Finland,048 238 42 31,niemi.ahonen@elisa.fi,"{'city': 'Kuopio', 'street name': 'Lapinlahdenkatu', 'street number': 6, 'postal code': '96816'}",4885
Gabrielle Jade David,Gabrielle,Jade,David,EC2551120,EUR,Le Mans,Place des Vosges,17,47155,France,+33 03 91 44 58 23,gabrielle.david@sfr.fr,"{'city': 'Le Mans', 'street name': 'Place des Vosges', 'street number': 17, 'postal code': '47155'}",5957
Blanca Antonia Vázquez,Blanca,Antonia,Vázquez,ZW7717789,EUR,Barcelona,Calle de los Reyes Católicos,89,61156,Spain,+34 696 299 120,blanca.vazquez@wanadoo.es,"{'city': 'Barcelona', 'street name': 'Calle de los Reyes Católicos', 'street number': 89, 'postal code': '61156'}",5359
Maarika Josefiina Rissanen,Maarika,Josefiina,Rissanen,ZK6085125,EUR,Castellón de la Plana,Puerta del Sol,88,45583,Spain,+34 635 228 301,maarika.rissanen@vodafone.es,"{'city': 'Castellón de la Plana', 'street name': 'Puerta del Sol', 'street number': 88, 'postal code': '45583'}",2940
Viitanen Järvinen,Viitanen,,Järvinen,XS1697846,EUR,Mikkeli,Aleksanterinkatu,93,46078,Finland,+358 047 155 54 98,viitanen.jarvinen@yahoo.com,"{'city': 'Mikkeli', 'street name': 'Aleksanterinkatu', 'street number': 93, 'postal code': '46078'}",424
Carlijn Floor Visser,Carlijn,Floor,Visser,VC1365271,EUR,Haarlem,Rembrandtplein,93,5290 16,Netherlands,+31 06 60739651,carlijn.visser@outlook.com,"{'city': 'Haarlem', 'street name': 'Rembrandtplein', 'street number': 93, 'postal code': '5290 16'}",3892
Viitanen Virtanen Hiltunen,Viitanen,Virtanen,Hiltunen,NK6207611,EUR,Kotka,Sinikalliontie,19,18836,Finland,+358 044 873 97 21,viitanen.hiltunen@elisa.fi,"{'city': 'Kotka', 'street name': 'Sinikalliontie', 'street number': 19, 'postal code': '18836'}",9594
Annina Chiara Suter,Annina,Chiara,Suter,BO5267144,CHF,Bienna,Place des Halles,24,5768,Switzerland,+41 085 754 54 71,annina.suter@outlook.com,"{'city': 'Bienna', 'street name': 'Place des Halles', 'street number': 24, 'postal code': '5768'}",8446
Suárez Gutiérrez Ruiz,Suárez,Gutiérrez,Ruiz,OS9343150,EUR,Guadalajara,Turia Gardens,14,46845,Spain,+34 698 362 127,suarez.ruiz@gmail.es,"{'city': 'Guadalajara', 'street name': 'Turia Gardens', 'street number': 14, 'postal code': '46845'}",8022
Ophélie Margaux David,Ophélie,Margaux,David,FM3087904,EUR,Limoges,Rue de Vaugirard,97,96143,France,+33 06 07 04 55 15,ophelie.david@live.fr,"{'city': 'Limoges', 'street name': 'Rue de Vaugirard', 'street number': 97, 'postal code': '96143'}",7856
De Jong Jansen Kuipers,De Jong,Jansen,Kuipers,QZ9050590,EUR,Nijmegen,Mauritskade,26,2196 84,Netherlands,+31 06 53141581,dejong.kuipers@kpnmail.nl,"{'city': 'Nijmegen', 'street name': 'Mauritskade', 'street number': 26, 'postal code': '2196 84'}",6984
Seppälä Lehtinen,Seppälä,,Lehtinen,XQ5182349,EUR,Tuusula,Karjalankatu,13,01260,Finland,+358 045 428 70 34,seppala.lehtinen @ saunalahti.fi,"{'city': 'Tuusula', 'street name': 'Karjalankatu', 'street number': 13, 'postal code': '01260'}",2518
Schmitz Schneider Herrmann,Schmitz,Schneider,Herrmann,RB6302879,EUR,Berlin,Kudamm-Karree,7,97652,Germany,+49 3594 667719,schmitz.herrmann@1und1.de,"{'city': 'Berlin', 'street name': 'Kudamm-Karree', 'street number': 7, 'postal code': '97652'}",7258
Alexandra De Smet,Alexandra,,De Smet,HF3974863,EUR,Charleroi,Boulevard Anspach,45,6527,Belgium,+32 0452 507 389,alexandra.desmet@scarlet.be,"{'city': 'Charleroi', 'street name': 'Boulevard Anspach', 'street number': 45, 'postal code': '6527'}",272
Dekkers Maassen Visser,Dekkers,Maassen,Visser,CI3530070,EUR,Boxtel,Willemsparkweg,37,3222 86,Netherlands,+31 06 89599747,dekkers.visser@planet.nl,"{'city': 'Boxtel', 'street name': 'Willemsparkweg', 'street number': 37, 'postal code': '3222 86'}",8210
Kaisa Aada Lehtinen,Kaisa,Aada,Lehtinen,IE4531007,EUR,Mikkeli,Fabianinkatu,34,35338,Finland,+358 042 039 22 33,kaisa.lehtinen@yahoo.com,"{'city': 'Mikkeli', 'street name': 'Fabianinkatu', 'street number': 34, 'postal code': '35338'}",1993
Lynn Evelyne Meier,Lynn,Evelyne,Meier,TC1879719,CHF,Vevey,Gertrudstrasse,53,6339,Switzerland,+41 098 591 16 01,lynn.meier@freedom.ch,"{'city': 'Vevey', 'street name': 'Gertrudstrasse', 'street number': 53, 'postal code': '6339'}",6517
Lina Alice Boucher,Lina,Alice,Boucher,ED7262521,EUR,Roeselare,Rue de la Convention,93,0311,Belgium,+32 0431 537 291,lina.boucher@tvcablenet.be,"{'city': 'Roeselare', 'street name': 'Rue de la Convention', 'street number': 93, 'postal code': '0311'}",3859
Van Dijk Van der Meer Jansen,Van Dijk,Van der Meer,Jansen,IJ3663485,EUR,Tilburg,Noordeinde,53,9132 09,Netherlands,+31 06 0210545,vandijk.jansen@chello.nl,"{'city': 'Tilburg', 'street name': 'Noordeinde', 'street number': 53, 'postal code': '9132 09'}",3065
Eleonora Daniela Bruno,Eleonora,Daniela,Bruno,BH7106614,EUR,Trieste,Via Roma,5,48571,Italy,+39 300 5800048,eleonora.bruno@gmail.com,"{'city': 'Trieste', 'street name': 'Via Roma', 'street number': 5, 'postal code': '48571'}",1732
Gruber Huber Schnell,Gruber,Huber,Schnell,YY7608233,EUR,Mödling,Reichsbrücke,58,8192,Austria,224 970 9774,gruber.schnell@vol.at,"{'city': 'Mödling', 'street name': 'Reichsbrücke', 'street number': 58, 'postal code': '8192'}",4240
Spaans Teunissen Stam,Spaans,Teunissen,Stam,NY8415128,EUR,Assen,Maliebaan,86,1869 21,Netherlands,+31 06 01106168,spaans.stam@tele2.nl,"{'city': 'Assen', 'street name': 'Maliebaan', 'street number': 86, 'postal code': '1869 21'}",5392
Dumont Joris Lambrechts,Dumont,Joris,Lambrechts,GM8376444,EUR,Leuven,Avenue de Tervuren,24,8154,Belgium,0473 440 178,dumont.lambrechts@hotmail.com,"{'city': 'Leuven', 'street name': 'Avenue de Tervuren', 'street number': 24, 'postal code': '8154'}",1500
Jade Ingrid Simon,Jade,Ingrid,Simon,WP7958143,EUR,,Place des Vosges,91,27669,France,01 68 07 54 08,jade.simon@icloud.com,"{'city': '', 'street name': 'Place des Vosges', 'street number': 91, 'postal code': '27669'}",4072
Østergaard Laursen Møller,Østergaard,Laursen,Møller,GM3036603,DKK,Esbjerg,Vesterbrogade,99,7352,Denmark,+45 59 51 35 76,stergaard.mller@telia.dk,"{'city': 'Esbjerg', 'street name': 'Vesterbrogade', 'street number': 99, 'postal code': '7352'}",6725
Hernández Ramos Ortega,Hernández,Ramos,Ortega,CH8566304,EUR,Guadalajara,Gran Vía,36,18625,Spain,+34 644 046 016,hernandez.ortega@hotmail.es,"{'city': 'Guadalajara', 'street name': 'Gran Vía', 'street number': 36, 'postal code': '18625'}",2385
Lehmann Furrer Zbinden,Lehmann,Furrer,Zbinden,AL2627740,EUR,Clermont-Ferrand,Rue de Sèvres,54,72049,France,+33 05 53 50 75 09,lehmann.zbinden@numericable.fr,"{'city': 'Clermont-Ferrand', 'street name': 'Rue de Sèvres', 'street number': 54, 'postal code': '72049'}",3257
Meier Lorenz Neumann,Meier,Lorenz,Neumann,TF5972642,EUR,Freiburg im Breisgau,Bahnhofsplatz,80,34205,Germany,+49 5620 005187,meier.neumann@arcor.de,"{'city': 'Freiburg im Breisgau', 'street name': 'Bahnhofsplatz', 'street number': 80, 'postal code': '34205'}",1164
Lisa Hannah Hinterleitner,Lisa,Hannah,Hinterleitner,"['OW945666', 'remove']",EUR,Ried im Innkreis,Groß-Enzersdorf,76,7017,Austria,+43 750 353 0349,lisa.hinterleitner@icloud.com,"{'city': 'Ried im Innkreis', 'street name': 'Groß-Enzersdorf', 'street number': 76, 'postal code': '7017'}",1958
Lisa Sarah Fischer,Lisa,Sarah,Fischer,SI0492775,EUR,Baden bei Wien,Leopoldstraße,15,6010,Austria,322 931 6273,lisa.fischer@hotmail.com,"{'city': 'Baden bei Wien', 'street name': 'Leopoldstraße', 'street number': 15, 'postal code': '6010'}",4416
Mikkelsen Østergaard,Mikkelsen,,Østergaard,LM8168595,DKK,Kolding, Åbenrå,46,6931,Denmark,29 17 57 74,mikkelsen.stergaard@gmail.com,"{'city': 'Kolding', 'street name': ' Åbenrå', 'street number': 46, 'postal code': '6931'}",7293
Julia Josefine Rieder,Julia,Josefine,Rieder,SQ5203840,EUR,Zwettl,Graben,19,4084,Austria,299 103 7484,julia.rieder@kabsi.at,"{'city': 'Zwettl', 'street name': 'Graben', 'street number': 19, 'postal code': '4084'}",6341
Jansen Van den Berg Janssen,Jansen,Van den Berg,Janssen,RA4342520,EUR,Hoofddorp,Van Baerlestraat,21,1257 58,Netherlands,06 27788248,jansen.janssen@yahoo.com,"{'city': 'Hoofddorp', 'street name': 'Van Baerlestraat', 'street number': 21, 'postal code': '1257 58'}",3633
Ortega Vázquez Morales,Ortega,Vázquez,Morales,LE2280899,EUR,Santa Cruz de Tenerife,Plaza de la Constitución,48,14213,Spain,+34 677 893 328,ortega.morales@orange.es,"{'city': 'Santa Cruz de Tenerife', 'street name': 'Plaza de la Constitución', 'street number': 48, 'postal code': '14213'}",9309
Karoline Franziska Schnell,Karoline,Franziska,Schnell,UA9694282,EUR,Messina,Piazza di Spagna,94,29324,Italy,381 1091502,karoline.schnell@alice.it,"{'city': 'Messina', 'street name': 'Piazza di Spagna', 'street number': 94, 'postal code': '29324'}",6173
Salminen Seppälä Niskanen,Salminen,Seppälä,Niskanen,ZJ8896503,EUR,Espoo,Radiokatu,94,22648,Finland,+358 044 467 27 88,salminen.niskanen@hotmail.com,"{'city': 'Espoo', 'street name': 'Radiokatu', 'street number': 94, 'postal code': '22648'}",9907
Sánchez Martín Ramos,Sánchez,Martín,Ramos,UV2575654,EUR,San Sebastián,Plaza de la Constitución,36,19844,Spain,64 652 624,sanchez.ramos@outlook.com,"{'city': 'San Sebastián', 'street name': 'Plaza de la Constitución', 'street number': 36, 'postal code': '19844'}",3401
Julia Daniëlle Meijer,Julia,Daniëlle,Meijer,WW8551125,EUR,Deventer,Kalverstraat,90,7311 26,Netherlands,+31 06 94849006,julia.meijer@hetnet.nl,"{'city': 'Deventer', 'street name': 'Kalverstraat', 'street number': 90, 'postal code': '7311 26'}",1356
Joris Thiry Raes,Joris,Thiry,Raes,SL3705831,EUR,Brussels,Rue Belliard,9,9365,Belgium,0449 324 558,joris.raes@gmail.com,"{'city': 'Brussels', 'street name': 'Rue Belliard', 'street number': 9, 'postal code': '9365'}",4624
Hortense Gabrielle Guillaume,Hortense,Gabrielle,Guillaume,JG6012789,EUR,Bordeaux,Boulevard Saint-Michel,71,71604,France,+33 08 83 23 76 50,hortense.guillaume@sfr.fr,"{'city': 'Bordeaux', 'street name': 'Boulevard Saint-Michel', 'street number': 71, 'postal code': '71604'}",1190
Costanza Daniela Fabbri,Costanza,Daniela,Fabbri,IQ6326438,EUR,Siena,Piazza Navona,68,44687,Italy,384 7179108,costanza.fabbri@alice.it,"{'city': 'Siena', 'street name': 'Piazza Navona', 'street number': 68, 'postal code': '44687'}",5530
Lefebvre Gauthier Bonnet,Lefebvre,Gauthier,Bonnet,VZ9346263,EUR,Nantes,Rue de la Convention,70,43280,France,04 13 96 88 74,lefebvre.bonnet@numericable.fr,"{'city': 'Nantes', 'street name': 'Rue de la Convention', 'street number': 70, 'postal code': '43280'}",7267
Schmid Huber Lechner,Schmid,Huber,Lechner,VX8442092,EUR,Gmunden,Mariahilfer Straße,30,3097,Austria,+43 539 624 7279,schmid.lechner@liwest.at,"{'city': 'Gmunden', 'street name': 'Mariahilfer Straße', 'street number': 30, 'postal code': '3097'}",2715
Carlijn Evelien Meijer,Carlijn,Evelien,Meijer,GV3702380,CHF,Schaffhausen,Marktgasse,56,5182,Switzerland,+41 043 060 73 82,carlijn.meijer@gmx.ch,"{'city': 'Schaffhausen', 'street name': 'Marktgasse', 'street number': 56, 'postal code': '5182'}",8821
Schmid Lechner Schmidt,Schmid,Lechner,Schmidt,VK1917870,EUR,Dornbirn,Rotenturmstraße,52,5975,Austria,+43 045 406 3846,schmid.schmidt@chello.at,"{'city': 'Dornbirn', 'street name': 'Rotenturmstraße', 'street number': 52, 'postal code': '5975'}",7055
Rasmussen Jespersen Friis,Rasmussen,Jespersen,Friis,UC3648060,DKK,Skanderborg,Jernbanegade,10,4525,Denmark,+45 44 87 31 15,rasmussen.friis@wanadoo.dk,"{'city': 'Skanderborg', 'street name': 'Jernbanegade', 'street number': 10, 'postal code': '4525'}",6187
Livi Landi Rizzo,Livi,Landi,Rizzo,EW0726567,EUR,Padua,Via XXV Aprile,65,97989,Italy,333 8096327,livi.rizzo@virgilio.it,"{'city': 'Padua', 'street name': 'Via XXV Aprile', 'street number': 65, 'postal code': '97989'}",843
Weber Zimmermann Schwarz,Weber,Zimmermann,Schwarz,PM9065110,EUR,Chemnitz,Unter den Linden,5,39874,Germany,+49 5470 949597,weber.schwarz@vodafone.de,"{'city': 'Chemnitz', 'street name': 'Unter den Linden', 'street number': 5, 'postal code': '39874'}",7869
Jost Zbinden,Jost,,Zbinden,RY6681937,CHF,Brugg,Altstadt,43,6785,Switzerland,05 615 67 04,jost.zbinden@gmail.com,"{'city': 'Brugg', 'street name': 'Altstadt', 'street number': 43, 'postal code': '6785'}",2527
Gisèle Fabienne Jost,Gisèle,Fabienne,Jost,GI0449103,EUR,Klagenfurt,Leopoldstraße,77,6252,Austria,+43 000 214 3488,gisele.jost@gmail.com,"{'city': 'Klagenfurt', 'street name': 'Leopoldstraße', 'street number': 77, 'postal code': '6252'}",5702
Savolainen Rissanen Tolvanen,Savolainen,Rissanen,Tolvanen,VJ2636241,EUR,Salon,Puistolanaukio,53,77288,Finland,+358 047 078 49 96,savolainen.tolvanen@pp.inet.fi,"{'city': 'Salon', 'street name': 'Puistolanaukio', 'street number': 53, 'postal code': '77288'}",7431
Hansen Knudsen Madsen,Hansen,Knudsen,Madsen,UH2129128,DKK,Kolding,Vestergade,21,1133,Denmark,+45 89 43 17 48,hansen.madsen@siminn.dk,"{'city': 'Kolding', 'street name': 'Vestergade', 'street number': 21, 'postal code': '1133'}",2143
Alessia Federica Marini,Alessia,Federica,Marini,MR1697434,EUR,Florence,Via Roma,37,84396,Italy,+39 331 0085513,alessia.marini@icloud.com,"{'city': 'Florence', 'street name': 'Via Roma', 'street number': 37, 'postal code': '84396'}",3091
Müller Brandstetter Schwarz,Müller,Brandstetter,Schwarz,HE1721071,EUR,Villach,Simmeringer Hauptstraße,39,6572,Austria,537 615 9905,muller.schwarz@icloud.com,"{'city': 'Villach', 'street name': 'Simmeringer Hauptstraße', 'street number': 39, 'postal code': '6572'}",8479
Elisabeth Hedwig Maier,Elisabeth,Hedwig,Maier,CH2778420,EUR,Frankfurt am Main,Großer Hirschgraben,66,26198,Germany,+49 9905 583236,elisabeth.maier@vodafone.de,"{'city': 'Frankfurt am Main', 'street name': 'Großer Hirschgraben', 'street number': 66, 'postal code': '26198'}",5366
Tiainen Laaksonen Savolainen,Tiainen,Laaksonen,Savolainen,IR4242514,EUR,Kauniainen,Pohjoisesplanadi,70,13722,Finland,041 446 27 22,tiainen.savolainen@phoenix.fi,"{'city': 'Kauniainen', 'street name': 'Pohjoisesplanadi', 'street number': 70, 'postal code': '13722'}",5968
Heidi Sarah Schmidt,Heidi,Sarah,Schmidt,LR3871645,EUR,Klagenfurt,Donaustraße,89,4227,Austria,+43 665 691 8853,heidi.schmidt@yahoo.com,"{'city': 'Klagenfurt', 'street name': 'Donaustraße', 'street number': 89, 'postal code': '4227'}",4086
Olsen Jørgensen Haugaard,Olsen,Jørgensen,Haugaard,BV6385771,DKK,Svendborg,Gråbrødretorv,17,5174,Denmark,53 84 02 44,olsen.haugaard@webspace.dk,"{'city': 'Svendborg', 'street name': 'Gråbrødretorv', 'street number': 17, 'postal code': '5174'}",5154
Salo Paananen Laine,Salo,Paananen,Laine,EP1209909,EUR,Lappeenranta,Helsinginkatu,56,82711,Finland,040 376 73 90,salo.laine@icloud.com,"{'city': 'Lappeenranta', 'street name': 'Helsinginkatu', 'street number': 56, 'postal code': '82711'}",7603
Simons  Jacobs,Simons,, Jacobs,ZU4256008,EUR,Binche,Rue des Sœurs Noires,1,7690,Belgium,+32 0430 565 392,simons.jacobs@belgacom.be,"{'city': 'Binche', 'street name': 'Rue des Sœurs Noires', 'street number': 1, 'postal code': '7690'}",629
Pihla Hanna Turunen,Pihla,Hanna,Turunen,VR0132218,EUR,Vantaa,Nordea-puistotie,10,81173,Finland,+358 043 197 07 13,pihla.turunen@gmail.com,"{'city': 'Vantaa', 'street name': 'Nordea-puistotie', 'street number': 10, 'postal code': '81173'}",2371
Christensen Larsen,Christensen,,Larsen,QD7300617,DKK,Kolding,Nytorv,31,7712,Denmark,+45 83 41 70 21,christensen.larsen@cybercity.dk,"{'city': 'Kolding', 'street name': 'Nytorv', 'street number': 31, 'postal code': '7712'}",9799
Vilma Uusitalo,Vilma,,Uusitalo,KZ2319293,EUR,Kotka,Kalliolanpuisto,18,20815,Finland,+358 045 255 98 15,vilma.uusitalo@hotmail.com,"{'city': 'Kotka', 'street name': 'Kalliolanpuisto', 'street number': 18, 'postal code': '20815'}",275
Anna Amanda Brunner,Anna,Amanda,Brunner,KU2941355,CHF,Olten,Rue des Délices,24,7748,Switzerland,077 647 75 43,anna.brunner@hotmail.com,"{'city': 'Olten', 'street name': 'Rue des Délices', 'street number': 24, 'postal code': '7748'}",8217
Voutilainen Tolvanen Viitanen,Voutilainen,Tolvanen,Viitanen,IQ2735943,EUR,Kerava,Tyynenmerenkatu,24,06536,Finland,049 690 66 68,voutilainen.viitanen@telia.fi,"{'city': 'Kerava', 'street name': 'Tyynenmerenkatu', 'street number': 24, 'postal code': '06536'}",1994
