currency,address_city,country_of_domicile,birth_date,nationality,gender,marital_status,higher_education,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,aum_savings,aum_inheritance,aum_real_estate_value,inheritance_details_relationship,inheritance_details_profession,inheritance_details_inheritance year,Family Background,Education Background,Wealth Summary,Client Summary,country,label
EUR,Nantes,France,3/26/67,French,M,married,1,Moderate,Short,Experienced,Discretionary,['France'],1050000,1690000,4580000,father,Private Equity Manager,2010,"Thomas Lemaître Dubois has been happily married to Léa since 1992. Thomas and Léa have 3 children, named Léa, Guillaume and David.","Thomas earned his secondary school diploma from Lycée Camille Claudel in 1986.
After that, he went on to study at University of Lyon until 1989.
","While working, he saved 1050000 EUR, which he used to build a diversified investment portfolio.
He has invested in several rental properties across various locations, generating additional income. The properties are valued at 4580000 EUR.

He inherited a significant sum of 1690000 EUR from his father, a respected Private Equity Manager, in 2010, which he has wisely invested.
","The RM is very happy to have Thomas as a customer and is looking forward to a long and successful cooperation.
",France,1
EUR,Taranto,Italy,11/13/61,Italian,M,divorced,1,Low,Short,Expert,Advisory,['Italy'],430000,0,790000,,,,Giordano De Luca is currently divorced. He has 1 kid called Francesca.,"Giordano graduated from Scuola Media Statale Giancarlo Siani Napoli in 1981.
Giordano attended University of Naples Federico II and graduated in 1986.
","Throughout his career, he saved 430000 EUR, investing in various assets to grow his wealth.
He owns flat in Taranto, where he resides. It is worth 790000 EUR.

He does not have any inheritances.","The RM is very happy to have Giordano as a customer and is looking forward to a long and successful cooperation.
",Italy,1
EUR,Leipzig,Germany,3/4/75,Dutch,F,divorced,1,Low,Short,Experienced,Advisory,"['Germany', 'Netherlands']",770000,690000,2610000,mother,Venture Capitalist,2014,Britt Astrid Brinkman is currently divorced. She has 1 kid called Friso.,"Britt completed her secondary education at Stedelijk Gymnasium Arnhem in 1994.
Britt completed her university studies at Tio University of Applied Sciences in 1997.
Moreover she completed her extra university education at Willem de Kooning Academy in 2002.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 770000 EUR.
She has invested in several rental properties across various locations, generating additional income. The properties are valued at 2610000 EUR.


Following the passing of her mother, a successful Venture Capitalist, she received an inheritance of 690000 EUR in 2014, which she has used to secure her financial future.

","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome her as a new client.
",Netherlands,0
CHF,Lucerne,Switzerland,8/21/88,Swiss,M,widowed,1,Moderate,Medium,Experienced,Discretionary,['Switzerland'],150000,800000,2790000,grandmother,Oil and Gas Executive,2015,Schmid Riedo Gasser is currently widowed. His children are named Barbara and Corinne.,"Schmid graduated from Liceo di Lugano Lugano in 2007.
Schmid pursued higher education at Geneva Business School, graduating in 2012.
","He managed to save approximately 150000 CHF from his earnings at all companies.
He owns condo in Lucerne, where he resides. It is worth 2790000 CHF.

He inherited a significant sum of 800000 CHF from his grandmother, a respected Oil and Gas Executive, in 2015, which he has wisely invested.
","In conclusion, we are confident in the client's financial stability and future prospects.
",Switzerland,1
EUR,Tournai,Belgium,4/23/69,Belgian,F,married,1,Moderate,Short,Experienced,Advisory,['Belgium'],660000,1950000,760000,father,Neurosurgeon,2010,Hortense Janssens is married to Goossens. They do not have any children.,"Hortense graduated from Collège Saint-Michel in 1988.
Hortense pursued higher education at Erasmus University College Brussels, graduating in 1992.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 660000 EUR.
She has condo located in Tournai, worth 760000 EUR.

She inherited 1950000 EUR from her father, a well-known Neurosurgeon, in 2010, allowing her to expand her investment portfolio.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Belgium,1
EUR,Sipoo,Finland,2/21/98,Finnish,F,single,1,Considerable,Short,Inexperienced,Advisory,"['Spain', 'Finland']",30000,2390000,0,grandfather,Corporate Lawyer,2017,Heta Helmi Virtanen is currently single. She does not have any children.,"Heta completed her secondary education at Sysmän lukio in 2015.
Heta received her degree from Åbo Akademi University School of Economics in 2022.
","She managed to save approximately 30000 EUR from her earnings at all companies.
Client does not have any properties.She inherited 2390000 EUR from her grandfather, a well-known Corporate Lawyer, in 2017, allowing her to expand her investment portfolio.
","In summary, Heta has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Finland,1
CHF,Aarau,Switzerland,7/22/65,Finnish,M,married,1,Considerable,Medium,Expert,Advisory,['Switzerland'],1730000,6090000,3440000,grandmother,Venture Capitalist,2013,"Peltola Mustonen Tolvanen and Kristiina tied the knot in 1994. Their children are named Essi, Ruotsalainen and Salo.","In 1984, Peltola graduated from Ilomantsin lukio with a secondary school diploma.
Peltola graduated from University of Jyväskylä in 1989, completing his higher education.
","Throughout his career, he saved 1730000 CHF, investing in various assets to grow his wealth.
He is cautious about investing and prefers to seek professional advice before making decisions.
He has invested in several rental properties across various locations, generating additional income. The properties are valued at 3440000 CHF.

He inherited a significant sum of 6090000 CHF from his grandmother, a respected Venture Capitalist, in 2013, which he has wisely invested.
","The RM is very happy to have Peltola as a customer and is looking forward to a long and successful cooperation.
",Finland,0
EUR,Apeldoorn,Netherlands,1/16/62,Dutch,F,divorced,1,Considerable,Short,Experienced,Advisory,['Netherlands'],820000,0,4021000,,,,Bo Saar Voorn is currently divorced. She has 1 kid called Eva.,"In 1970, Bo finished her secondary school education at Montessori Lyceum Rotterdam.
She then attended Leiden University, which she graduated in 1984.
Additionally, she went on to study at Webster University Leiden until 1989.
","While working, she saved 820000 EUR, which she used to build a diversified investment portfolio.
She has flat located in Apeldoorn, worth 1290000 EUR.

She purchased townhouse in Nijmegen, where she spends her holidays. It is valued at 1561000 EUR.
Moreover, she has invested in additional property in Maastricht, giving possiblity for generating additional income. The flat is valued at 1170000 EUR.

","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Netherlands,0
EUR,Espoo,Finland,5/8/67,Finnish,F,single,1,Moderate,Medium,Experienced,Advisory,"['Germany', 'Finland']",530000,310000,1826000,mother,Oil and Gas Executive,2012,Essi Venla Niskanen is currently single. She does not have any children.,"Essi graduated from Parikkalan lukio in 1986.
Essi finished her studies at JAMK University of Applied Sciences in 1992.
","She managed to save approximately 530000 EUR from her earnings at all companies.
She has invested in several rental properties across various locations, generating additional income. The properties are valued at 1826000 EUR.


In addition to her career success, she also received an inheritance of 310000 EUR from her late mother, a renowned Oil and Gas Executive, in 2012.
","Given the client's impressive career history and financial discipline, we are confident in her ability to achieve financial success and security.
",Finland,1
EUR,Schwechat,Austria,3/1/72,Austrian,F,married,1,Moderate,Short,Expert,Advisory,['Austria'],1070000,360000,1130000,grandfather,Venture Capitalist,2014,"Lena Josefine Schwarz is married to Lang. Together they have 3 kids called Weber, Petra and Egger.","Lena earned her secondary school diploma from Lycée Français de Vienne in 1990.
Lena earned her degree from LIMAK Austrian Business School in 1994.
","While working, she saved 1070000 EUR, which she used to build a diversified investment portfolio.
She owns condo in Schwechat, where she resides. It is worth 1130000 EUR.

In 2014, she received an inheritance of 360000 EUR from her late grandfather, who was a prominent Venture Capitalist, and has since invested it in various assets.
","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome her as a new client.
",Austria,1
EUR,Madrid,Spain,11/29/81,Spanish,M,married,1,Moderate,Medium,Experienced,Advisory,['Spain'],260000,3480000,2740000,grandmother,Stock Trader,2015,Sánchez Gil González has been happily married to Blanca since 2010. Their children are named Cristina and Elena.,"Sánchez obtained his secondary school diploma from Colegio El Pilar Getafe in 2000.
He then attended Valencia School of Fine Arts, which he graduated in 2005.
","While working, he saved 260000 EUR, which he used to build a diversified investment portfolio.
He has villa located in Madrid, worth 2740000 EUR.

He inherited 3480000 EUR from his grandmother, a well-known Stock Trader, in 2015, allowing him to expand his investment portfolio.
","The RM knows the client very well and is a good friend of the entire family.
",Spain,1
DKK,Skanderborg,Denmark,12/22/77,Danish,M,single,1,Moderate,Short,Expert,Discretionary,['Denmark'],2970000,5860000,3900000,grandfather,Private Equity Manager,2005,Laursen Friis Møller is currently single. He does not have any children.,"In 1996, Laursen finished his secondary school education at Kolding Gymnasium.
After that, he went on to study at Aarhus University until 2002.
","He managed to save approximately 2970000 DKK from his earnings at all companies.
His remarkable portfolio comprises 2 stunning properties. Situated in prime locations across Skanderborg and Ikast, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.

Following the passing of his grandfather, a successful Private Equity Manager, he received an inheritance of 5860000 DKK in 2005, which he has used to secure his financial future.

","In summary, Laursen has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Denmark,1
